"user","name","party","blok","variable","value"
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","likes_t1000",43163
"MrMesserschmidt","Morten Messerschmidt","O","blue","likes_t1000",34786
"mfMorten","Morten Bødskov","A","red","likes_t1000",21170
"espersendf","Søren Espersen","O","blue","likes_t1000",19727
"skaarup_df","Peter Skaarup","O","blue","likes_t1000",26756
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","likes_t1000",27226
"AdsbolAdsbl","Karina Adsbøl","O","blue","likes_t1000",8677
"LiseBech","Lise Bech 🇩🇰","O","blue","likes_t1000",5105
"BentGsted","Bent Bøgsted","O","blue","likes_t1000",39
"ReneChr67108814","Rene’ Christensen","O","blue","likes_t1000",320
"JThulesen","J H Thulesen Dahl","O","blue","likes_t1000",2293
"flydtkjaer","Dennis Flydtkjær","O","blue","likes_t1000",7489
"MarieKrarup","Marie Krarup","O","blue","likes_t1000",10298
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","likes_t1000",6568
"MaiVilladsen","Mai Villadsen","EL","red","likes_t1000",48734
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","likes_t1000",16570
"VictoriaV_EL","Victoria Velásquez","EL","red","likes_t1000",11586
"EvaFlyvholm","Eva Flyvholm","EL","red","likes_t1000",17388
"pederhvelplund","Peder Hvelplund","EL","red","likes_t1000",36431
"ChristianJuhl2","Christian Juhl","EL","red","likes_t1000",6520
"RuneLundEL","Rune Lund","EL","red","likes_t1000",21889
"PSkipperEL","Pernille Skipper","EL","red","likes_t1000",67518
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","likes_t1000",17164
"RosaLundEl","Rosa Lund","EL","red","likes_t1000",41542
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","likes_t1000",5614
"jonasholmdk","Jonas Holm","Q","neutral","likes_t1000",5614
"AlexVanopslagh","Alex Vanopslagh","I","blue","likes_t1000",142871
"SociologenHD","Henrik Dahl","I","blue","likes_t1000",78147
"olebirkolesen","Ole Birk Olesen","I","blue","likes_t1000",49395
"LBMathiesen","Lars Boje Mathiesen","D","blue","likes_t1000",47523
"ThiesenMette","Mette Thiesen","D","blue","likes_t1000",12575
"PernilleVermund","Pernille Vermund","D","blue","likes_t1000",62857
"peter_seier","Peter Seier Christensen","D","blue","likes_t1000",1506
"FrkCallesen","Anne Sophie Callesen","B","red","likes_t1000",9572
"mariannejelved","Marianne Jelved","B","red","likes_t1000",974
"SamiraNawa","Samira Nawa","B","red","likes_t1000",38436
"rohde_jens","Jens Rohde","B","red","likes_t1000",49327
"kronborgsusan","Susan Kronborg","B","red","likes_t1000",4732
"martinlidegaard","Martin Lidegaard","B","red","likes_t1000",45196
"KathrineOlldag","Kathrine Olldag","B","red","likes_t1000",11685
"sofiecn","Sofie Carsten Nielsen","B","red","likes_t1000",32968
"a_steenberg","Andreas Steenberg","B","red","likes_t1000",17714
"rvthorholm","Christina Thorholm","B","red","likes_t1000",369
"KatrineRobsoe","Katrine Robsøe","B","red","likes_t1000",10165
"rasmushelveg","Rasmus Helveg","B","red","likes_t1000",3698
"stinuslindgreen","Stinus Lindgreen","B","red","likes_t1000",18606
"zeniastampe","Zenia Stampe","B","red","likes_t1000",24502
"LotteRod","Lotte Rod","B","red","likes_t1000",18387
"IdaAuken","Ida Auken","A","red","likes_t1000",22630
"Trinebramsen","Trine Bramsen","A","red","likes_t1000",15793
"BjBrandenborg","Bjørn Brandenborg","A","red","likes_t1000",4405
"bressendorff","Brian Bressendorff","A","red","likes_t1000",71
"JeppeBruus","Jeppe Bruus","A","red","likes_t1000",12015
"KaareDybvad","Kaare Dybvad","A","red","likes_t1000",9780
"BennyEngelbrech","Benny Engelbrecht","A","red","likes_t1000",19626
"CamFabricius","Camilla Fabricius","A","red","likes_t1000",2830
"MetteGjerskov","Mette Gjerskov","A","red","likes_t1000",26550
"AlexanderGrandt","Alexander Grandt","A","red","likes_t1000",16062
"HavOrla","Orla Hav","A","red","likes_t1000",179
"PHummelgaard","Peter Hummelgaard","A","red","likes_t1000",22386
"MFThomasJensen","Thomas Jensen","A","red","likes_t1000",1041
"LahnLeif","Leif Lahn Jensen","A","red","likes_t1000",345
"Jens_Joel","Jens Joel","A","red","likes_t1000",7404
"janjohansen16",NA,"A","red","likes_t1000",NA
"DanJoergensen","Dan Jørgensen","A","red","likes_t1000",13588
"SandKjaer","Kasper Sand Kjær","A","red","likes_t1000",11193
"AndersKronborg","Anders Kronborg","A","red","likes_t1000",3166
"rasmushorn","Rasmus Horn Langhoff","A","red","likes_t1000",5329
"MalteLarsen","Malte Larsen","A","red","likes_t1000",133
"LarssonTanja","Tanja Larsson","A","red","likes_t1000",71
"Heunicke","Magnus Heunicke","A","red","likes_t1000",95889
"RosenkrantzT","Rosenkrantz-Theil","A","red","likes_t1000",17047
"simonkollerup","Simon Kollerup","A","red","likes_t1000",9658
"MogensJensenS","Mogens Jensen","A","red","likes_t1000",26209
"AneHalsboe","Ane Halsboe","A","red","likes_t1000",18755
"RabjergMadsen","Chr Rabjerg Madsen","A","red","likes_t1000",15173
"mattiastesfaye","Mattias Tesfaye","A","red","likes_t1000",30198
"Astridkrag","Astrid Krag","A","red","likes_t1000",24130
"Bjarne_Laustsen",NA,"A","red","likes_t1000",NA
"annette_lind","Annette Lind","A","red","likes_t1000",1004
"FlemmingMM","Flemming Møller Mortensen","A","red","likes_t1000",240
"Henrikm86712011","Henrik møller","A","red","likes_t1000",326
"Paulin_Anne","Anne Paulin","A","red","likes_t1000",4534
"Jesper_Pet","Jesper Petersen","A","red","likes_t1000",10955
"RasmusPrehn","Rasmus Prehn","A","red","likes_t1000",25801
"lars_aslan","Lars Aslan","A","red","likes_t1000",13923
"RavnTroels","Troels Ravn","A","red","likes_t1000",662
"KasperRoug","Kasper Roug","A","red","likes_t1000",747
"JulieSkovsby","Julie Skovsby","A","red","likes_t1000",630
"RStoklund","Rasmus Stoklund","A","red","likes_t1000",17519
"birgitte_vind","Birgitte Vind","A","red","likes_t1000",3636
"NWammen","Nicolai Wammen","A","red","likes_t1000",14799
"LeaWermelin","Lea Wermelin","A","red","likes_t1000",14314
"PiaOlsen","Pia Olsen Dyhr","F","red","likes_t1000",15186
"khoenge","Karsten Hønge","F","red","likes_t1000",18792
"jacobmark_sf","Jacob Mark","F","red","likes_t1000",23224
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","likes_t1000",17063
"TrineTorp","Trine Schøning Torp","F","red","likes_t1000",8774
"KirstenNormann","Kirsten Normann","F","red","likes_t1000",8981
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","likes_t1000",9541
"signe_munk","Signe Munk","F","red","likes_t1000",14302
"Carl__Valentin","Carl Valentin","F","red","likes_t1000",25325
"charlottebroman","Charlotte Mølbæk","F","red","likes_t1000",7826
"Halime9Oguz","Halime Oguz","F","red","likes_t1000",559
"AnneValentina","Anne Valentina Berthelsen","F","red","likes_t1000",9223
"AstridCaroee","Astrid Carøe","F","red","likes_t1000",4796
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","likes_t1000",5006
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","likes_t1000",126523
"Martin_Geertsen","Martin Geertsen","V","blue","likes_t1000",32227
"JanEJoergensen","Jan E. Jørgensen","V","blue","likes_t1000",22109
"sophieloehde","Sophie Løhde","V","blue","likes_t1000",30527
"AnneStergaa","Anne Honoré Østergaard","V","blue","likes_t1000",2518
"AnniMatthiesen","Anni Matthiesen","V","blue","likes_t1000",6296
"BHaarder","Bertel Haarder","V","blue","likes_t1000",725
"CKissmeyer","Carsten Kissmeyer","V","blue","likes_t1000",34
"ChristofferMels","Christoffer Melson","V","blue","likes_t1000",5289
"EllenTraneNorby","Ellen Trane Nørby","V","blue","likes_t1000",7097
"ErlingBonnesen","Erling Bonnesen","V","blue","likes_t1000",1860
"EvaKjerHansen","Eva Kjer Hansen","V","blue","likes_t1000",363
"fatmaoektem","Fatma Øktem","V","blue","likes_t1000",7175
"HansAndersenV","Hans Andersen","V","blue","likes_t1000",13565
"HaChrSchmidt","Hans Christian Schmidt","V","blue","likes_t1000",217
"bankHeidi","Heidi Bank","V","blue","likes_t1000",4704
"jacobjensenMF","Jacob Jensen","V","blue","likes_t1000",3509
"JaneHeitmann","Jane Heitmann","V","blue","likes_t1000",12196
"EllemannKaren","Karen Ellemann","V","blue","likes_t1000",6592
"LauritzenK","Karsten Lauritzen","V","blue","likes_t1000",18549
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","likes_t1000",1059
"kimvalentinDK","Kim Valentin","V","blue","likes_t1000",6373
"kplorentzen","Kr. Pihl Lorentzen","V","blue","likes_t1000",3597
"larsclilleholt","Lars Chr. Lilleholt","V","blue","likes_t1000",17260
"LouiseElholm","Louise Schack Elholm","V","blue","likes_t1000",10491
"madsfuglede","Mads Fuglede","V","blue","likes_t1000",48146
"marie_bjerre","Marie Bjerre","V","blue","likes_t1000",10468
"MarkGrossmannV","Mark Grossmann","V","blue","likes_t1000",70
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","likes_t1000",6276
"michaelaastrup","Michael Aastrup Jensen","V","blue","likes_t1000",5911
"MortenDahlin","Morten Dahlin","V","blue","likes_t1000",44500
"PeterJuelJensen","Peter Juel Jensen","V","blue","likes_t1000",7
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","likes_t1000",6953
"ThDanielsen","Thomas Danielsen","V","blue","likes_t1000",9750
"Torstenschack","Torsten Schack","V","blue","likes_t1000",21253
"troelslundp","Troels Lund Poulsen","V","blue","likes_t1000",6824
"Ulla_Tornaes","Ulla Tørnæs","V","blue","likes_t1000",17041
"larsloekke","Lars Løkke Rasmussen","MF","blue","likes_t1000",116281
"SorenPape","Søren Pape Poulsen","C","blue","likes_mean_t1000",78.321
"metteabildgaard","Mette Abildgaard","C","blue","likes_mean_t1000",27.378
"RasmusJarlov","Rasmus Jarlov","C","blue","likes_mean_t1000",36.881
"JuulMona","Mona Juul","C","blue","likes_mean_t1000",11.317
"PerLarsenC","Per Larsen","C","blue","likes_mean_t1000",38.6189189189189
"_MaiMercado","Mai Mercado","C","blue","likes_mean_t1000",23.435
"BirgitteBergman","Birgitte Bergman","C","blue","likes_mean_t1000",13.8755304101839
"brittbager","Britt Bager","C","blue","likes_mean_t1000",7.3252427184466
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","likes_mean_t1000",6.831
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","likes_mean_t1000",56.4222222222222
"MrMesserschmidt","Morten Messerschmidt","O","blue","likes_mean_t1000",34.786
"mfMorten","Morten Bødskov","A","red","likes_mean_t1000",21.17
"espersendf","Søren Espersen","O","blue","likes_mean_t1000",19.727
"skaarup_df","Peter Skaarup","O","blue","likes_mean_t1000",26.756
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","likes_mean_t1000",27.226
"AdsbolAdsbl","Karina Adsbøl","O","blue","likes_mean_t1000",8.677
"LiseBech","Lise Bech 🇩🇰","O","blue","likes_mean_t1000",5.105
"BentGsted","Bent Bøgsted","O","blue","likes_mean_t1000",4.33333333333333
"ReneChr67108814","Rene’ Christensen","O","blue","likes_mean_t1000",53.3333333333333
"JThulesen","J H Thulesen Dahl","O","blue","likes_mean_t1000",5.57907542579075
"flydtkjaer","Dennis Flydtkjær","O","blue","likes_mean_t1000",7.489
"MarieKrarup","Marie Krarup","O","blue","likes_mean_t1000",10.298
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","likes_mean_t1000",6.568
"MaiVilladsen","Mai Villadsen","EL","red","likes_mean_t1000",60.5391304347826
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","likes_mean_t1000",16.57
"VictoriaV_EL","Victoria Velásquez","EL","red","likes_mean_t1000",12.2603174603175
"EvaFlyvholm","Eva Flyvholm","EL","red","likes_mean_t1000",31.7879341864717
"pederhvelplund","Peder Hvelplund","EL","red","likes_mean_t1000",36.431
"ChristianJuhl2","Christian Juhl","EL","red","likes_mean_t1000",6.52
"RuneLundEL","Rune Lund","EL","red","likes_mean_t1000",21.889
"PSkipperEL","Pernille Skipper","EL","red","likes_mean_t1000",67.518
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","likes_mean_t1000",17.164
"RosaLundEl","Rosa Lund","EL","red","likes_mean_t1000",41.542
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","likes_mean_t1000",5.614
"jonasholmdk","Jonas Holm","Q","neutral","likes_mean_t1000",5.614
"AlexVanopslagh","Alex Vanopslagh","I","blue","likes_mean_t1000",142.871
"SociologenHD","Henrik Dahl","I","blue","likes_mean_t1000",78.147
"olebirkolesen","Ole Birk Olesen","I","blue","likes_mean_t1000",49.395
"LBMathiesen","Lars Boje Mathiesen","D","blue","likes_mean_t1000",54.8131487889273
"ThiesenMette","Mette Thiesen","D","blue","likes_mean_t1000",17.6120448179272
"PernilleVermund","Pernille Vermund","D","blue","likes_mean_t1000",62.857
"peter_seier","Peter Seier Christensen","D","blue","likes_mean_t1000",11.4090909090909
"FrkCallesen","Anne Sophie Callesen","B","red","likes_mean_t1000",12.3350515463918
"mariannejelved","Marianne Jelved","B","red","likes_mean_t1000",7.37878787878788
"SamiraNawa","Samira Nawa","B","red","likes_mean_t1000",38.436
"rohde_jens","Jens Rohde","B","red","likes_mean_t1000",49.327
"kronborgsusan","Susan Kronborg","B","red","likes_mean_t1000",4.732
"martinlidegaard","Martin Lidegaard","B","red","likes_mean_t1000",45.196
"KathrineOlldag","Kathrine Olldag","B","red","likes_mean_t1000",11.685
"sofiecn","Sofie Carsten Nielsen","B","red","likes_mean_t1000",32.968
"a_steenberg","Andreas Steenberg","B","red","likes_mean_t1000",17.714
"rvthorholm","Christina Thorholm","B","red","likes_mean_t1000",2.59859154929577
"KatrineRobsoe","Katrine Robsøe","B","red","likes_mean_t1000",13.2529335071708
"rasmushelveg","Rasmus Helveg","B","red","likes_mean_t1000",3.698
"stinuslindgreen","Stinus Lindgreen","B","red","likes_mean_t1000",18.606
"zeniastampe","Zenia Stampe","B","red","likes_mean_t1000",24.502
"LotteRod","Lotte Rod","B","red","likes_mean_t1000",18.387
"IdaAuken","Ida Auken","A","red","likes_mean_t1000",22.63
"Trinebramsen","Trine Bramsen","A","red","likes_mean_t1000",15.793
"BjBrandenborg","Bjørn Brandenborg","A","red","likes_mean_t1000",4.405
"bressendorff","Brian Bressendorff","A","red","likes_mean_t1000",2.29032258064516
"JeppeBruus","Jeppe Bruus","A","red","likes_mean_t1000",12.015
"KaareDybvad","Kaare Dybvad","A","red","likes_mean_t1000",9.78
"BennyEngelbrech","Benny Engelbrecht","A","red","likes_mean_t1000",19.626
"CamFabricius","Camilla Fabricius","A","red","likes_mean_t1000",2.83
"MetteGjerskov","Mette Gjerskov","A","red","likes_mean_t1000",26.55
"AlexanderGrandt","Alexander Grandt","A","red","likes_mean_t1000",16.062
"HavOrla","Orla Hav","A","red","likes_mean_t1000",2.48611111111111
"PHummelgaard","Peter Hummelgaard","A","red","likes_mean_t1000",22.386
"MFThomasJensen","Thomas Jensen","A","red","likes_mean_t1000",1.041
"LahnLeif","Leif Lahn Jensen","A","red","likes_mean_t1000",1.91666666666667
"Jens_Joel","Jens Joel","A","red","likes_mean_t1000",7.404
"janjohansen16",NA,"A","red","likes_mean_t1000",NA
"DanJoergensen","Dan Jørgensen","A","red","likes_mean_t1000",13.588
"SandKjaer","Kasper Sand Kjær","A","red","likes_mean_t1000",11.193
"AndersKronborg","Anders Kronborg","A","red","likes_mean_t1000",3.166
"rasmushorn","Rasmus Horn Langhoff","A","red","likes_mean_t1000",5.329
"MalteLarsen","Malte Larsen","A","red","likes_mean_t1000",0.591111111111111
"LarssonTanja","Tanja Larsson","A","red","likes_mean_t1000",1.3921568627451
"Heunicke","Magnus Heunicke","A","red","likes_mean_t1000",95.889
"RosenkrantzT","Rosenkrantz-Theil","A","red","likes_mean_t1000",17.047
"simonkollerup","Simon Kollerup","A","red","likes_mean_t1000",9.658
"MogensJensenS","Mogens Jensen","A","red","likes_mean_t1000",26.209
"AneHalsboe","Ane Halsboe","A","red","likes_mean_t1000",18.755
"RabjergMadsen","Chr Rabjerg Madsen","A","red","likes_mean_t1000",15.173
"mattiastesfaye","Mattias Tesfaye","A","red","likes_mean_t1000",30.198
"Astridkrag","Astrid Krag","A","red","likes_mean_t1000",24.13
"Bjarne_Laustsen",NA,"A","red","likes_mean_t1000",NA
"annette_lind","Annette Lind","A","red","likes_mean_t1000",5.51648351648352
"FlemmingMM","Flemming Møller Mortensen","A","red","likes_mean_t1000",2.72727272727273
"Henrikm86712011","Henrik møller","A","red","likes_mean_t1000",2.99082568807339
"Paulin_Anne","Anne Paulin","A","red","likes_mean_t1000",4.534
"Jesper_Pet","Jesper Petersen","A","red","likes_mean_t1000",10.955
"RasmusPrehn","Rasmus Prehn","A","red","likes_mean_t1000",25.801
"lars_aslan","Lars Aslan","A","red","likes_mean_t1000",13.923
"RavnTroels","Troels Ravn","A","red","likes_mean_t1000",2.82905982905983
"KasperRoug","Kasper Roug","A","red","likes_mean_t1000",2.17151162790698
"JulieSkovsby","Julie Skovsby","A","red","likes_mean_t1000",0.659685863874346
"RStoklund","Rasmus Stoklund","A","red","likes_mean_t1000",17.519
"birgitte_vind","Birgitte Vind","A","red","likes_mean_t1000",3.93081081081081
"NWammen","Nicolai Wammen","A","red","likes_mean_t1000",24.141924959217
"LeaWermelin","Lea Wermelin","A","red","likes_mean_t1000",14.314
"PiaOlsen","Pia Olsen Dyhr","F","red","likes_mean_t1000",15.186
"khoenge","Karsten Hønge","F","red","likes_mean_t1000",18.792
"jacobmark_sf","Jacob Mark","F","red","likes_mean_t1000",23.224
"LisbethBNielsen","Lisbeth Bech-Nielsen","F","red","likes_mean_t1000",17.063
"TrineTorp","Trine Schøning Torp","F","red","likes_mean_t1000",8.774
"KirstenNormann","Kirsten Normann","F","red","likes_mean_t1000",8.981
"MF_K_Lorentzen","Karina Lorentzen D.","F","red","likes_mean_t1000",9.541
"signe_munk","Signe Munk","F","red","likes_mean_t1000",14.302
"Carl__Valentin","Carl Valentin","F","red","likes_mean_t1000",25.325
"charlottebroman","Charlotte Mølbæk","F","red","likes_mean_t1000",7.826
"Halime9Oguz","Halime Oguz","F","red","likes_mean_t1000",2.3099173553719
"AnneValentina","Anne Valentina Berthelsen","F","red","likes_mean_t1000",10.3745781777278
"AstridCaroee","Astrid Carøe","F","red","likes_mean_t1000",11.841975308642
"rasmusnordqvist","rasmus nordqvist 🏳️‍🌈","F","red","likes_mean_t1000",5.006
"JakobEllemann","Jakob Ellemann-Jensen","V","blue","likes_mean_t1000",126.523
"Martin_Geertsen","Martin Geertsen","V","blue","likes_mean_t1000",32.227
"JanEJoergensen","Jan E. Jørgensen","V","blue","likes_mean_t1000",22.109
"sophieloehde","Sophie Løhde","V","blue","likes_mean_t1000",30.527
"AnneStergaa","Anne Honoré Østergaard","V","blue","likes_mean_t1000",12.59
"AnniMatthiesen","Anni Matthiesen","V","blue","likes_mean_t1000",6.296
"BHaarder","Bertel Haarder","V","blue","likes_mean_t1000",40.2777777777778
"CKissmeyer","Carsten Kissmeyer","V","blue","likes_mean_t1000",1.7
"ChristofferMels","Christoffer Melson","V","blue","likes_mean_t1000",5.289
"EllenTraneNorby","Ellen Trane Nørby","V","blue","likes_mean_t1000",7.097
"ErlingBonnesen","Erling Bonnesen","V","blue","likes_mean_t1000",3.16865417376491
"EvaKjerHansen","Eva Kjer Hansen","V","blue","likes_mean_t1000",3.55882352941176
"fatmaoektem","Fatma Øktem","V","blue","likes_mean_t1000",7.175
"HansAndersenV","Hans Andersen","V","blue","likes_mean_t1000",13.565
"HaChrSchmidt","Hans Christian Schmidt","V","blue","likes_mean_t1000",108.5
"bankHeidi","Heidi Bank","V","blue","likes_mean_t1000",12.7135135135135
"jacobjensenMF","Jacob Jensen","V","blue","likes_mean_t1000",3.86453744493392
"JaneHeitmann","Jane Heitmann","V","blue","likes_mean_t1000",12.196
"EllemannKaren","Karen Ellemann","V","blue","likes_mean_t1000",14.0554371002132
"LauritzenK","Karsten Lauritzen","V","blue","likes_mean_t1000",18.549
"KD_Mikkelsen","Kenneth Mikkelsen","V","blue","likes_mean_t1000",3.2888198757764
"kimvalentinDK","Kim Valentin","V","blue","likes_mean_t1000",6.373
"kplorentzen","Kr. Pihl Lorentzen","V","blue","likes_mean_t1000",3.73908523908524
"larsclilleholt","Lars Chr. Lilleholt","V","blue","likes_mean_t1000",17.26
"LouiseElholm","Louise Schack Elholm","V","blue","likes_mean_t1000",11.8542372881356
"madsfuglede","Mads Fuglede","V","blue","likes_mean_t1000",48.146
"marie_bjerre","Marie Bjerre","V","blue","likes_mean_t1000",31.8176291793313
"MarkGrossmannV","Mark Grossmann","V","blue","likes_mean_t1000",0.348258706467662
"MarleneAmbo","Marlene Ambo-Rasmussen","V","blue","likes_mean_t1000",6.5375
"michaelaastrup","Michael Aastrup Jensen","V","blue","likes_mean_t1000",5.911
"MortenDahlin","Morten Dahlin","V","blue","likes_mean_t1000",44.5
"PeterJuelJensen","Peter Juel Jensen","V","blue","likes_mean_t1000",0.388888888888889
"Sten_Knuth","Stén Knuth, Idrætsordfører Venstre","V","blue","likes_mean_t1000",6.953
"ThDanielsen","Thomas Danielsen","V","blue","likes_mean_t1000",9.75
"Torstenschack","Torsten Schack","V","blue","likes_mean_t1000",21.253
"troelslundp","Troels Lund Poulsen","V","blue","likes_mean_t1000",7.22881355932203
"Ulla_Tornaes","Ulla Tørnæs","V","blue","likes_mean_t1000",21.30125
"larsloekke","Lars Løkke Rasmussen","MF","blue","likes_mean_t1000",116.281
"SorenPape","Søren Pape Poulsen","C","blue","tweets_t1000",396
"metteabildgaard","Mette Abildgaard","C","blue","tweets_t1000",107
"RasmusJarlov","Rasmus Jarlov","C","blue","tweets_t1000",55
"JuulMona","Mona Juul","C","blue","tweets_t1000",111
"PerLarsenC","Per Larsen","C","blue","tweets_t1000",219
"_MaiMercado","Mai Mercado","C","blue","tweets_t1000",268
"BirgitteBergman","Birgitte Bergman","C","blue","tweets_t1000",440
"brittbager","Britt Bager","C","blue","tweets_t1000",203
"Ammitzboell_K","KatarinaAmmitzboell","C","blue","tweets_t1000",506
"Kristianthdahl","Kristian Thulesen Dahl","O","blue","tweets_t1000",642
"MrMesserschmidt","Morten Messerschmidt","O","blue","tweets_t1000",482
"mfMorten","Morten Bødskov","A","red","tweets_t1000",740
"espersendf","Søren Espersen","O","blue","tweets_t1000",261
"skaarup_df","Peter Skaarup","O","blue","tweets_t1000",859
"Pia_Kjaersgaard","Pia Kjærsgaard","O","blue","tweets_t1000",301
"AdsbolAdsbl","Karina Adsbøl","O","blue","tweets_t1000",332
"LiseBech","Lise Bech 🇩🇰","O","blue","tweets_t1000",508
"BentGsted","Bent Bøgsted","O","blue","tweets_t1000",7
"ReneChr67108814","Rene’ Christensen","O","blue","tweets_t1000",5
"JThulesen","J H Thulesen Dahl","O","blue","tweets_t1000",172
"flydtkjaer","Dennis Flydtkjær","O","blue","tweets_t1000",254
"MarieKrarup","Marie Krarup","O","blue","tweets_t1000",791
"Hans_Kr_Skibby","Hans Kristian Skibby","O","blue","tweets_t1000",354
"MaiVilladsen","Mai Villadsen","EL","red","tweets_t1000",333
"SorenEggeRasmus","Søren Egge Rasmussen","EL","red","tweets_t1000",730
"VictoriaV_EL","Victoria Velásquez","EL","red","tweets_t1000",245
"EvaFlyvholm","Eva Flyvholm","EL","red","tweets_t1000",314
"pederhvelplund","Peder Hvelplund","EL","red","tweets_t1000",576
"ChristianJuhl2","Christian Juhl","EL","red","tweets_t1000",789
"RuneLundEL","Rune Lund","EL","red","tweets_t1000",307
"PSkipperEL","Pernille Skipper","EL","red","tweets_t1000",184
"JakobSoelvhoej","Jakob Sølvhøj","EL","red","tweets_t1000",659
"RosaLundEl","Rosa Lund","EL","red","tweets_t1000",192
"jonasholmdk","Jonas Holm 🇺🇦","Q","neutral","tweets_t1000",94
"jonasholmdk","Jonas Holm","Q","neutral","tweets_t1000",94
"AlexVanopslagh","Alex Vanopslagh","I","blue","tweets_t1000",160
"SociologenHD","Henrik Dahl","I","blue","tweets_t1000",784
"olebirkolesen","Ole Birk Olesen","I","blue","tweets_t1000",179
"LBMathiesen","Lars Boje Mathiesen","D","blue","tweets_t1000",579
"ThiesenMette","Mette Thiesen","D","blue","tweets_t1000",436
"PernilleVermund","Pernille Vermund","D","blue","tweets_t1000",917
"peter_seier","Peter Seier Christensen","D","blue","tweets_t1000",118
"FrkCallesen","Anne Sophie Callesen","B","red","tweets_t1000",228
"mariannejelved","Marianne Jelved","B","red","tweets_t1000",63
"SamiraNawa","Samira Nawa","B","red","tweets_t1000",262
"rohde_jens","Jens Rohde","B","red","tweets_t1000",527
"kronborgsusan","Susan Kronborg","B","red","tweets_t1000",363
"martinlidegaard","Martin Lidegaard","B","red","tweets_t1000",719
"KathrineOlldag","Kathrine Olldag","B","red","tweets_t1000",234
"sofiecn","Sofie Carsten Nielsen","B","red","tweets_t1000",139
"a_steenberg","Andreas Steenberg","B","red","tweets_t1000",285
"rvthorholm","Christina Thorholm","B","red","tweets_t1000",14
"KatrineRobsoe","Katrine Robsøe","B","red","tweets_t1000",130
"rasmushelveg","Rasmus Helveg","B","red","tweets_t1000",283
"stinuslindgreen","Stinus Lindgreen","B","red","tweets_t1000",80
"zeniastampe","Zenia Stampe","B","red","tweets_t1000",389
"LotteRod","Lotte Rod","B","red","tweets_t1000",391
"IdaAuken","Ida Auken","A","red","tweets_t1000",179
"Trinebramsen","Trine Bramsen","A","red","tweets_t1000",87
"BjBrandenborg","Bjørn Brandenborg","A","red","tweets_t1000",61
"bressendorff","Brian Bressendorff","A","red","tweets_t1000",12
"JeppeBruus","Jeppe Bruus","A","red","tweets_t1000",133
"KaareDybvad","Kaare Dybvad","A","red","tweets_t1000",28
"BennyEngelbrech","Benny Engelbrecht","A","red","tweets_t1000",348
"CamFabricius","Camilla Fabricius","A","red","tweets_t1000",87
"MetteGjerskov","Mette Gjerskov","A","red","tweets_t1000",252
"AlexanderGrandt","Alexander Grandt","A","red","tweets_t1000",221
"HavOrla","Orla Hav","A","red","tweets_t1000",52
"PHummelgaard","Peter Hummelgaard","A","red","tweets_t1000",76
"MFThomasJensen","Thomas Jensen","A","red","tweets_t1000",248
"LahnLeif","Leif Lahn Jensen","A","red","tweets_t1000",173
"Jens_Joel","Jens Joel","A","red","tweets_t1000",68
"janjohansen16",NA,"A","red","tweets_t1000",NA
"DanJoergensen","Dan Jørgensen","A","red","tweets_t1000",171
"SandKjaer","Kasper Sand Kjær","A","red","tweets_t1000",184
"AndersKronborg","Anders Kronborg","A","red","tweets_t1000",188
"rasmushorn","Rasmus Horn Langhoff","A","red","tweets_t1000",143
"MalteLarsen","Malte Larsen","A","red","tweets_t1000",107
"LarssonTanja","Tanja Larsson","A","red","tweets_t1000",27
"Heunicke","Magnus Heunicke","A","red","tweets_t1000",344
"RosenkrantzT","Rosenkrantz-Theil","A","red","tweets_t1000",178
"simonkollerup","Simon Kollerup","A","red","tweets_t1000",99
"MogensJensenS","Mogens Jensen","A","red","tweets_t1000",537
"AneHalsboe","Ane Halsboe","A","red","tweets_t1000",102
"RabjergMadsen","Chr Rabjerg Madsen","A","red","tweets_t1000",192
"mattiastesfaye","Mattias Tesfaye","A","red","tweets_t1000",143
"Astridkrag","Astrid Krag","A","red","tweets_t1000",341
"Bjarne_Laustsen",NA,"A","red","tweets_t1000",NA
"annette_lind","Annette Lind","A","red","tweets_t1000",36
"FlemmingMM","Flemming Møller Mortensen","A","red","tweets_t1000",42
"Henrikm86712011","Henrik møller","A","red","tweets_t1000",53
